subId,subjectName,subjectType,subName
1001,Digital systems and logic designs Tutorial,Theory,Ds and LD tutorial
1002,SI engines and Combustion-Tutorial,Theory,SI engines and Combustion
1003,Basics Of Electrical Engineering-Tutorial,Theory,EE100
1004,Internet And Distributed Applications,Theory,ITDA
1005,Discrete Computational Structures,Elective,CS201
1006,Discrete Computational Structures-Tutorial,Theory,DCS
1007,"Circuits ,Networks & Systems-Tutorial",Theory,CNS
1008,Analog Electronic Circuits-Tutorial,Theory,AEC
1009,Object Oriented Programming Lab,Lab,IT232
1010,Application Development and Maintenance,Theory,RLMCA202
1011,Big Data Technologies,Theory,RLMCA204
1012,Mobile Computing,Theory,IT403
1013,Introduction to Machine Learning,Theory,RLMCA208
1014,Application Development and Maintenance Tutorial,Theory,ADMT
1015,Big Data Technologies Tutorial,Theory,BDTT
1016,Introduction to Machine Learning Tutorial,Theory,MLT
1017,Mobile Computing Tutorial,Theory,MCT
1018,System Design Lab,Theory,RLMCA232
1019,Mobile Application Development Lab,Lab,RLMCA234
1020,Problem Solving and Structured Programming,Theory,INMCA108
1021,Problem Solving and Structured Programming Lab,Lab,INMCA132
1022,Problem Solving and Structured Programming Tutorial,Theory,PSCPT
1023,Personality Development and Soft Skills,Theory,INMCA112
1024,Personality Development and Soft Skills Tutorial,Theory,PDSST
1025,Technical Communication Lab,Lab,INMCA134
1026,Microprocessors,Theory,MP
1027,IT Infrastructure Management,Theory,INMCA307
1028,E-Commerce,Theory,RLMCA303
1029,Software Development- Project I,Lab,SDP
1030,Civil Engineering Workshop,Lab,CEW
1031,"Probability Distributions, Transforms and Numerical Methods",Theory,MA202
1032,Advanced Thermodynamics,Theory,AU202
1033,C I Engine and Combustion,Theory,AU204
1034,Vehicle Systems Lab,Lab,AU234
1035,Vehicle Transport Management,Elective,VTM
1036,Alternate Fuels and Energy Systems,Elective,AFES
1037,Transport Refrigeration and Air Conditioning,Elective,TRAC
1038,Engineering Economics and Cost Estimation,Elective,EECE
1039,Farm Machinery and Equipment,Elective,FME
1040,Probability & Statistics and Numerical Methods,Theory,MA206
1041,"Heat, Mass and Momentum Transport",Theory,MT204
1042,Metallurgical Heat Treatments,Theory,MT206
1043,Design & Engineering,Theory,BE102
1044,Basics of Electronics Engineering,Theory,EC100
1045,Mechanical Systems Lab,Lab,MSL
1046,Composite materials technology/ME010 606L06 Project Management,Elective,CMT/PM
1047,Heat Engines Laboratory,Lab,HEL
1048,Thermal Engineering,Theory,ME204
1049,Fluid Machinery,Theory,ME206
1050,Manufacturing Technology,Theory,ME220
1051,Thermal Engineering Lab,Lab,ME232
1052,MATHS,Theory,MA
1053,PHYSICS,Theory,PH
1054,High Speed Networks ,Theory,E1
1055,Electronic Business and Services,Elective,E2
1056,Network Programming Lab,Lab,CS334
1057,Algorithm Analysis & Design,Theory,IT202
1058,Object Oriented Techniques,Theory,IT204
1059,Principles of Data Base Design,Theory,IT_CS208
1060,Algorithm Design Lab,Lab,IT234
1061,HTML & CSS,Lab,WD
1062,Synchronous and Induction Machines,Theory,EE202
1063,Digital Electronics and Logic Design,Theory,EE204
1064,Material Science,Theory,EE206
1065,Measurements and Instrumentation,Theory,EE208
1066,Life Skills/Business Economics,Theory,HS210
1067,Circuits and Measurements Lab,Lab,EE234
1068,Microcontrollers and Embedded Systems,Theory,MES
1069,Elective III Micro Electro Mechanical Systems,Theory,MEMS
1070,Elective III Secure Communication,Theory,SC
1071,Elective IV E-Learning,Theory,EL
1072,Elective IVProfessional Ethics,Theory,PE
1073,"Probability distributions, Random Processes and Numerical Methods",Theory,MA204
1074,Analog Integrated Circuits,Theory,EC204
1075,Analogue Communication Engineering,Theory,EC208
1076,Logic Circuit Design Lab,Lab,EC230
1077,Analogue Integrated Circuits Lab,Lab,EC232
1078,Object Oriented Design and Programming,Theory,CS206
1079,Free and Open Source Software Lab,Lab,CS232
1080,Digital Systems Lab,Lab,CS234
1081,Elective IV - Software Architecture,Elective,EL -IV SA
1082,Computer Aided Design-1 Lab,Lab,CAD
1083,Construction Technology,Theory,CE204
1084,Fluid Mechanics-II,Theory,CE206
1085,Electrical Engineering workshop,Lab,EEW
1086,Process Heat Transfer,Theory,CH202
1087,Fluid and Particle Mechanics II,Theory,CH206
1088,Chemistry for Process Engineering II,Theory,CH208
1089,Particle Technology Lab,Lab,CH234
1090,chemical reaction engineering II,Theory,CH308
1091,Energy Engineering,Elective,CH361
1092,Process Modelling and Simulation,Elective,CH467
1093,Heat Transfer Lab,Lab,HT LAB
1094,Chemical Engineering Design and Drawing II,Theory,CEDD II
1095,Nano Technology,Theory,NT
1096,Chemical Process Optimization ,Theory,CPO
1097,Numerical Methods for Chemical Engineers,Elective,NMC
1098,Water & waste water Engg,Elective,WWE
1099,Safety in Chemical Industries,Elective,SCI
1100,Project Engineering,Elective,PE
1101,Chemical Reaction Engineering  & Process Control Lab,Lab,CRE &PDC LAB
1102,Nanotechnology in Energy Conversion and Storage,Elective,04CH6112
1103,Probablity Distributions Transforms and Numerical Methods-Tutorial,Theory,PDM
1104,Design and Engineering-Tutorial,Theory,DE
1105,Process Heat Transfer -Tutorial,Theory,PHT
1106,Chemistry for Process Engineering II-Tutorial,Theory,CPE-II
1107,Business Economics -Tutorial,Theory,BE
1108,Construction Technology-Tutorial,Theory,CT
1109,FLUID MECHANICS-II-Tutorial,Theory,FM
1110,chemical reaction engineering II-Tutorial,Theory,CRE II
1111,Energy Engineering-Tutorial,Elective,EE
1112,Process Modelling and Simulation-Tutorial,Elective,PMS
1113,Nano Technology-Tutorial,Theory,NT
1114,Chemical Process Optimization -Tutorial,Theory,CPO
1115,Chemical Engineering Design and Drawing II-Tutorial,Theory,CEDD II
1116,Numerical Methods for Chemical Engineers-Tutorial,Theory,NMC
1117,Water & waste water Engg-Tutorial,Theory,WWE
1118,Safety in Chemical Industries-Tutorial,Theory,SCI
1119,Project Engineering-Tutorial,Theory,PE
1120,Advanced Thermodynamics-Tutorial,Theory,ATD
1121,CI Engine and Combustion-Tutorial,Theory,CIEC
1122,Vehicle Transport Management-Tutorial,Elective,VTM
1123,Alternate Fuels and Energy Systems-Tutorial,Elective,AFES
1124,Transport Refrigeration and Air Conditioning-Tutorial,Theory,TRAC
1125,Engineering Economics and Cost Estimation-Tutorial,Theory,EECE
1126,Farm Machinery and Equipment-Tutorial,Theory,FME
1127,Project (Phase -II),Lab,04CH7194
1128,Object Oriented Design and Programming-Tutorial,Theory,OODP
1129,Principles of Database Design-Tutorial,Theory,PDD
1132,High Voltage DC Transmission,Elective,04EE6432
1133,"Analysis, Design and Grid Integration of Solar Photovoltaic System",Elective,04EE6308
1134, E-Commerce-Tutorial,Elective,EC
1135,Elective IV - Software Architecture-Tutorial,Elective, SA
1136,Advanced Theory Of Mechanisms,Theory,04ME6506
1137,COMPUTER INTEGRATED MANUFACTURING,Theory,04ME7501
1138,Elective IV E-Learning-Tutorial,Elective,EL
1139,Elective IVProfessional Ethics-Tutorial,Elective,PE
1140,Analog Integrated Circuits-Tutorial,Theory,AIC
1141,ANALOG COMMUNICATION ENGINEERING-Tutorial,Theory,ACE
1142,Synchronous and Induction Machines-Tutorial,Theory,SIM
1143,Digital Electronics and Logic Design-Tutorial,Theory,DELD
1144,Material Science-Tutorial,Theory,MS
1145,Measurements and Instrumentation-Tutorial,Theory,MI
1146,Renewable energy Sources-Tutorial,Theory,RES 
1147,Advanced Power System-Tutorial,Theory,APS
1148,Distributed Power Systems-Tutorial,Theory,DPS
1149,High Speed Networks -Tutorial,Theory,E1
1150,Electronic Business and Services-Tutorial,Theory,E2
1151,Algorithm Analysis & Design-Tutorial,Theory,AAD
1152,Object Oriented Techniques-Tutorial,Theory,OOT
1153,NON DESTRUCTIVE TESTING-Tutorial,Theory,NDT
1154,Thermal Engineering-Tutorial,Theory,TE
1155,Fluid Machinery-Tutorial,Theory,FM
1156,Manufacturing Technology-Tutorial,Theory,MT
1157,MATHS-Tutorial,Theory,MA
1158,Project Management-Tutorial,Theory,PM
1159,"Heat, Mass and MomentumTransport-Tutorial",Theory,HMMT
1160,Metallurgical Heat Treatments-Tutorial,Theory,MHT
1161,Advanced Theory Of Mechanisms-Tutorial,Theory,ATOM
1162,COMPUTER INTEGRATED MANUFACTURING-Tutorial,Theory,CIM
1163,Computer Aided Engineering Design-Tutorial,Theory,CAED L
1164,Bridge Engineering-Tutorial,Theory,BE
1165,Theory of Plates and Shells-Tutorial,Theory,TPS
1166,Microstructure and Innovations in Structural Concrete-Tutorial,Theory,MIS
1167,Earthquake Resistant Design-Tutorial,Theory,ERD
1168,Projcet Planning and Implementation-Tutorial,Theory,PPI
1169,Construction Methods and Equipment-Tutorial,Theory,CME
1170,Quantitative Methods in Construction-Tutorial,Theory,QM
1171,ADVANCED NANOMATERIALS-Tutorial,Theory,AN
1172,EXPERIMENTAL AND CHARACTERIZATION TECHNIQUES FOR NANOTECHNOLOGY-Tutorial,Theory,ECTN
1173,POLYMER NANOCOMPOSITES-Tutorial,Theory,PN
1174,Nanotechnology in Energy Conversion and Storage-Tutorial,Theory,NECS
1175,Switch Mode Power Converters-Tutorial,Theory,SMPC
1176,Power System Dynamics and Stability-Tutorial,Theory,ECPC
1177,High Voltage DC Transmission-Tutorial,Theory,HVDC
1178,"Analysis, Design and Grid Integration of Solar Photovoltaic System-Tutorial",Theory,ADGISPV
1179,Energy Management and Audit-Tutorial,Theory,EMA
1180,Grid Integration of Solar PV System-Tutorial,Theory,GISPV
1181,Wind and Hybrid Energy Systems-Tutorial,Theory,WHES
1182,"Utilization of Solar Thermal Energy-Tutorial	",Theory,UST
1183,Elective III - FACTS and Power Quality-Tutorial,Elective,FPQ
1184,Basics of Mechanical Engineering,Theory,BME
1185,Basics of Mechanical Engineering - Tutorial,Theory,BME -T
1186,field visit,Lab,FV
1187,IT Infrastructure Management-Tutorial,Theory,ITIM
1188,E Commerce-Tutorial,Elective,EC
1189,Probability Random Process and Numerical Methods,Theory,PRPNM
1190,Probability Random Process and Numerical Methods-Tutorial,Theory,PRPNM
1191,Metallography and Heat treatment Lab,Lab,MT232
1192,Chemical Engineering Thermodynamics,Theory,CH204
1193,CHEMICAL ENGINEERING THERMODYNAMICS-Tutorial,Theory,CET
1194,Introduction To Discrete Mathematics,Theory,INMCA104
1195,Introduction To Discrete Mathematics-Tutorial,Theory,ITDM
1196,Softcomputing,Elective,SC
1197,cokklsjj,Lab,94102
1198,eyciosxo,Theory,94102
1199,mdlbqxby,Elective,94102
1200,tflmhkvp,select,94102
1201,Operations Research,Theory,CH369
1202,Linux and Shell Programming,Theory,LASP
1203,MEASUREMENTS LAB,Lab,ML
1204,Geomatics,Theory,CE307
1205,Design Project,Theory,IT341
1206,Mechanics of Machinery,Theory,ME301
1207,MACHINE TOOL &DIGITAL MANUFACTURING ,Theory,MTDM
1208,Computer Programming & Numerical Methods,Theory,ME305
1209,Composite Materials and Mechanics,Theory,ME363
1210,Tribology,Theory,ME369
1211,Microprocessors and Microcontrollers,Theory,IT_CS305
1212,System Software Lab,Lab,CS331
1213,Application Software Development Lab,Lab,CS333
1214,Graph Theory and Combinatorics,Theory,CS309
1215,"Power Generation, Transmission & Protection",Theory,PGT
1216,Linear Control System,Theory,LCS
1217,Renewable Energy Systems,Theory,04EE7503
1218,Digital Circuits & Embedded Systems Lab,Lab,DCES LAB
1219,Electronic Design Automation Lab,Lab,EC233
1220,Power Electronics & Instrumentation ,Theory,PEAI
1221,Biomedical Engineering,Theory,EC365
1222,Digital Signal Processing Lab ,Lab,DSP Lab
1223,Power Electronics & Instrumentation Lab,Lab,EC335
1224,Electrical Drives and Control for Automation,Theory,EE311
1225,Introduction to Object Oriented Programming,Theory,INMCA205
1226,Introduction to Data Structures,Theory,INMCA209
1227,Basic Data Structures Lab,Lab,INMCA231
1228,Basic Object Oriented Programming Lab,Lab,INMCA233
1229,Mentoring,Lab,MH
1231,Machine Design-I,Theory,ME307
1232,Vehicle Body Engineering,Theory,AU307
1233,AUTOMOBILE POLLUTION AND TESTING ,Theory,APAT
1234,Production Engineering Lab,Lab,ME335
1235,AUTOMOTIVE ELECTRICAL AND ELECTRONICS,Theory,AU302
1236,Vehicle Performance and Testing,Elective,AU364
1237,Network Simulation Lab,Lab,NS LAB
1238,Cyber Forensics,Elective,04CS7101
1239,Data Mining & Warehousing,Theory,DMCA703
1240,PYTHON Programming,Theory,DMCA705
1241,Software Lab-XI(Python Lab),Lab,SL
1242,Web Technologies,Lab,DMCA704
1243,Web Data Mining,Theory,RLMCA301
1244,Computer Programming in C++,Theory,CH307
1245,Principles of Nano Materials and Nano Technology,Elective,CH363
1246,EL-1-NUMERICAL METHODS FOR PROCESS ENGINEERS,Elective,NMPE
1247,CHEMICAL REACTION ENGINEERING LAB,Lab,CRE LAB
1248,Introduction to Digital Systems and Logic Design,Theory,INMCA105
1249,Software Architecture and Design Patterns,Theory,SADP
1250,Microcontroller Lab,Lab,EC334
1251,C Programming - Advanced,Theory,CP
1252,C Programming - Remedial,Theory,CP
1253, NDT and failure analysis,Theory,NDT&F
1254, NDT and failure analysis - Tutorial,Theory,NDT&F-Tutorial
1255," Ceramics, composites and polymers ",Theory,CCP
1256," Ceramics, composites and polymers  - Tutorial",Theory,CCP-Tutorial
1257,Elective - IV( Renewable Energy Systems),Elective,RES
1258,Elective - V (Electricity Deregulation),Elective,ED
1259,Elective - IV(Energy Efficient Buildings),Elective,EEB
1260,ELECTRICAL DRIVES AND CONTROL FOR AUTOMATION-Tutorial,Theory,EDAC
1261,VEHICLE BODY ENGINEERING-Tutorial,Theory,VBE
1262,AUTOMOBILE POLLUTION AND TESTING-Tutorial,Theory,APT
1263,AUTOMOTIVE ELECTRICAL AND ELECTRONICS-Tutorial,Theory,AEE
1264,VEHICLE PERFORMANCE AND TESTING-Tutorial,Theory,VPT
1265,PROCESS INSTRUMENTATION-Tutorial,Theory,PI
1266,PETROLEUM REFINERY ENGINEERING ANDPETROCHEMICALS-Tutorial,Theory,PFE
1267,ECONOMICS AND MANAGEMENT FOR PROCESS INDUSTRIES-Tutorial,Theory,EMP
1268,FOOD TECHNOLOGY AND ENGINEERING-Tutorial,Theory,FTE
1269,BIOCHEMICAL ENGINEERING-Tutorial,Theory,BE
1270,COMPUTER PROGRAMMING IN C++-Tutorial,Theory,CPP
1271,EL-1 -PRINCIPLES OF NANO MATERIALS AND NANO TECHNOLOGY-Tutorial,Elective,PNT
1272,EL-1-NUMERICAL METHODS FOR PROCESS ENGINEERS-Tutorial,Elective,NM
1273,Metallurgical Thermodynamics and Kinetics - Tutorial,Theory,MT 201
1274,Mineral Beneficiation - Tutorial,Theory,MT203
1275,Multimedia Systems - Tutorial,Theory,MS
1276,Web Data Mining - Tutorial,Theory,WDM
1277,Python Programming - Tutorial,Theory,PYTHON
1278,Cloud Computing - Tutorial,Elective,CC
1279,Introduction to Digital Systems & Logic Designs - Tutorial,Theory,DSLD
1280,Introduction to Object Oriented Programming -  Tutorial,Theory,OOP
1281,Introduction to Data Structures - Tutorial,Theory,DS
1282,PHP Programming - Tutorial,Theory,PHP
1283,Data Mining & Warehousing - Tutorial,Theory,DMW
1284,MECHANICS OF MACHINERY - Tutorial,Theory,MOM
1285,MACHINE TOOL &DIGITAL MANUFACTURING - Tutorial,Theory,MTDM
1286,ELECTIVES -1(COMPOSITE MATERIALS AND MECHANICS ) - Tutorial,Elective,CMM
1287,ELECTIVES -1(TRIBOLOGY ) - Tutorial,Elective,TBY
1288,COMPUTER PROGRAMMING AND NUMERICAL METHODS - Tutorial,Theory,CPNM
1289,Mathematical foundations of Computer Security,Theory,MFCS
1290,Principles of Management & Marketing,Theory,DMCA702
1291,Particle Technology - Tutorial,Theory,CH203
1292,CHEMISTRY FOR PROCESS ENGINEERS- I - Tutorial,Theory,CH207
1293,Self Assembling Nanostructured Molecular Material and Devices,Theory,SANM
1294,Composite Materials and Mechanics,Theory,CMM
1295,ELECTIVE II(MT 010706 L03 HIGH TEMPERATURE MATERIALS),Theory,HTM
1296,Civil Engineering Drawing Lab,Lab,CED LAB
1297,Logic Circuit Design - Tutorial,Theory,LCD
1298,Microprocessors and Microcontrollers - Tutorial,Theory,EC305
1299,Power Electronics & Instrumentation - Tutorial,Theory,PEI
1300,Biomedical Engineering - Tutorial,Elective,BME
1301,Power Electronics & Instrumentation Lab - Tutorial,Lab,PEIL
1302,PHP Lab,Lab,PHP
1303,Software Architecture and Design Patterns - Tutorial,Theory,SA
1304,Design Project - Tutorial,Lab,D.PROJ
1305,ADDITIVE MANUFACTURING,Elective,AM
1306,Data Structures - Tutorial,Theory,DS
1307,Gate Coaching,Lab,GC
1308,Graph Theory and Combinatorics -Tutorial,Theory,GTC
1309,Power System Operation and Control,Theory,04EE6405
1310,Construction Application Lab,Lab,CA Lab
1311,MACHINE DESIGN I TUTORIAL,Theory,MDT
1312,English - Lab,Lab,ENG LAB
1313,Manufacturing Technology,Lab,MTL
1314,Manufacturing Technology Lab I,Lab,ME331
1315,"Power generation, transmission & protection - Tutorial",Theory,PGTP
1316,Linear Control System- Tutorial,Theory,LCS
1317,Introduction to Visual Programming,Theory,INMCA202
1318,Applied Statistics,Theory,INMCA204
1319,Introduction to Operating Systems,Theory,INMCA206
1320,Elements of Business Management,Theory,INMCA208
1321,Internet Concepts and Web Design,Theory,INMCA212
1322,Visual Programming Lab,Lab,INMCA232
1323,Statistics Lab,Lab,INMC234
1324,Mathematics for Computer Applications,Theory,INMCA301
1325,Introduction to E-Commerce,Theory,INMCA303
1326,Introduction to RDBMS and SQL,Theory,INMCA305
1327,IT Infrastructure Management,Theory,INMCA307
1328,Introduction to Operations Research,Theory,INMCA309
1329,RDBMS Lab,Lab,INMCA331
1330,Scripting Lab,Lab,INMCA333
1331,Introduction to Software Engineering,Theory,INMCA302
1332,Numerical Methods,Theory,INMCA304
1333,Computational Sustainability,Theory,INMCA306
1334,Open Source Platforms,Theory,INMCA308
1335,Advanced Object Oriented Programming,Theory,INMCA312
1336,Advanced Object Oriented Programming Lab,Lab,INMCA332
1337,Open Source Platforms Lab,Lab,INMCA334
1338,Project and Viva Voce,Final Project,RLMCA352
1339,,,
1340,Project and Viva Voce,Final Project,RLMCA352
1341,Life Skills/Business Economics,Theory,HS200
1342,Life Skills/Business Economics,Theory,HS210
1343,Life Skills/Business Economics,Theory,HS200
1344,Life Skills/Business Economics,Theory,HS210
1345,Life Skills/Business Economics,Theory,HS200
1346,Life Skills/Business Economics,Theory,HS210
1347,Life Skills/Business Economics,Theory,HS200
1348,Life Skills/Business Economics,Theory,HS210
1349,Computer Aided DesignÂ  and Analysis Lab,Lab,ME332
1350,Auto ElectricalÂ  and Electronics Lab,Lab,AU332
1351,MACHINE DESIGN-II,Theory,ME314
1352,Comprehensive Exam,,AU352
1353,Marketing Management,Elective,ME368
1354,Hybrid and Fuel Cell Vehicles,Elective,AU362
1355,Vehicle Performance & Testing,Elective,AU364
1356,Vehicle Aerodynamics,Elective,AU366
1357,Computer Programming and Computational Techniques,Theory,CE306
1358,Ground Improvement Techniques,Elective,CE362
1359,Advanced Foundation Engineering,Elective,CE364
1360,Traffic Engineering and Management,Elective,CE366
1361,Engineering Hydrology,Elective,CE372
1362,Air Quality Management,Elective,CE374
1363,Computer Aided Civil Engineering Lab,Lab,CE334
1364,Comprehensive Exam,,CH352
1365,Comprehensive Exam,,CH352
1366,Inorganic chemical technology,Theory,CH304
1367,Chemical engineering design- I,Theory,CH312
1368,Non-Conventional Petroleum Resources,Elective,CH362
1369,Bioprocess Engineering,Elective,CH364
1370,Corrosion Engineering,Elective,CH366
1371,Computational Fluid Dynamics,Elective,CH368
1372,Catalyst Science and Catalytic Processes,Elective,CH372
1373,Process Design for Pollution Control,Elective,CH374
1374,Programming and process simulation lab,Lab,CH334
1375,Comprehensive Exam,,CS352
1376,Compiler Design,Theory,CS304
1377,Design and Analysis of Algorithms,Theory,CS302
1378,Software Engineering and Project Management,Theory,CS 308
1379,Computer Vision,Elective,CS362
1380,Mobile Computing,Elective,CS364
1381,Natural Language Processing,Elective,CS366
1382,Web Technologies,Elective,CS368
1383,High Performance Computing,Elective,CS372
1384,Comprehensive Exam,,EC352
1385,Digital Communication,Theory,EC302
1386,Antenna & Wave Propagation,Theory,EC306
1387,Embedded System,Theory,EC308
1388,Object Oriented Programming,Theory,EC312
1389,Modelling & Simulation of Communication Systems,Elective,EC362
1390,Computer Vision,Elective,EC364
1391,Real Time Operating Systems,Elective,EC366
1392,Robotics,Elective,EC368
1393,Digital Image Processing,Elective,EC370
1394,Communication Engg Lab (Analog and Digital),Lab,EC332
1395,Comprehensive Exam,,EE352
1396,Electromagnetics,Theory,EE302
1397,Advanced Control Theory,Theory,EE304
1398,Electric Drives,Theory,EE308
1399,Data Structures and Algorithms,Elective,EE362
1400,Switched Mode Power Converters,Elective,EE364
1401,Illumination Technology,Elective,EE366
1402,Soft Computing,Elective,EE368
1403,Biomedical Instrumentation,Elective,EE372
1404,Systems and Control Lab,Lab,EE332
1405,Power Electronics and DrivesÂ Lab,Lab,EE334
1406,Comprehensive Exam,,IT352
1407,Computer Networks Lab,Lab,IT334
1408,Internet Technology Lab,Lab,IT332
1409,Internet Technology,Theory,IT302
1410,Compiler Design,Theory,CS304
1411,Data Warehousing & Mining,Theory,IT304
1412,Distributed Systems,Theory,IT306
1413,Information Retrieval,Elective,IT362
1414,Software Project Management,Elective,IT364
1415,Advanced DBMS,Elective,IT366
1416,Information Theory & Coding,Elective,IT368
1417,Abstract Algebra and Number Theory,Elective,MA362
1418,Computer Aided Design and Analysis Lab,Lab,ME332
1419,Manufacturing Technology Lab II,Lab,ME334
1420,Comprehensive Exam,,ME352
1421,Computer Aided Design and Analysis,Theory,ME308
1422,Marketing Management,Elective,ME368
1423,Control System Engineering,Elective,ME362
1424,Turbo Machinery,Elective,ME364
1425,Advanced Metal Joining Technology,Elective,ME366
1426,Operations Research,Elective,ME372
1427,Maintenance Engineering,Elective,ME376
1428,Advanced Manufacturing Technology,Theory,ME306
1429,Metrology and Instrumentation,Theory,ME312
1430,Non-Ferrous Physical Metallurgy Lab,Lab,MT332
1431,Corrosion Lab,Lab,MT334
1432,Nano-materials and Applications,Elective,MT364
1433,Semiconductor Materials and Devices,Elective,MT366
1434,Ceramic Processing,Elective,MT368
1435,Polymer Science and Technology,Elective,MT372
1436,Comprehensive Exam,,ME352
1437,Object Oriented Modeling & Designing,Theory,DMCA601
1438,Elective I - E-Commerce,Elective,DMCA603
1439,Seminar- I,Seminar,DMCA604
1440,Cryptography and Network Security,Theory,DMCA801
1441,Data Analysis & Algorithms,Theory,DMCA803
1442,Elective- II,Elective,DMCA804
1443,Computer Graphics and Open GL,Theory,DMCA805
1444,Seminar- II,Seminar,DMCA806
1445,Software Lab-XII(Graphics Lab),Lab,DMCA807
1446,Special Types of Vehicles,Theory,AU010803
1447,Elective III (Transort Refrigeration and Air Conditioning),Theory,AU010804L01
1448,Elective IV (Farm Machinery and Equipments),Theory,AU010805G03
1449,Elective IV (Management Information System),Theory,AU010805G05
1450,Auto Workshop III,Lab,AU010806
1451,PROJECT WORK,Final Project,CE010807
1452,Water and Waste water Engineering,Elective,CH010804L02
1453,Chemical Reaction Engineering and Process Control Lab,Lab,CH010806
1454,Bioinformatics,Elective,CS010804L03
1455,Advanced Networking Trends,Elective,CS010804L06
1456,Neural Networks,Elective,CS010805G02
1457,Software Architecture,Elective,CS010805G04
1458,Advanced Power System,Elective,EE010804L01
1459,Elective 3: High Speed Networks,Elective,IT010804L03
1460,Elective 4:Electronic Business & Sevices,Elective,IT010805G04
1461,Advanced Materials Characterization,Theory,MT010801
1462,Elective - III OPERATIONS MANAGEMENT,Theory,MT010804
1463,805 Elective - IV INDUSTRIAL SAFETY,Theory,MT010
1464,Advanced Analysis of Structures,Elective,04CE6108
1465,Computer Aided Design,Elective,04CE6112
1466,Structural Optimization,Elective,04CE6114
1467,Advanced Steel Structures,Elective,04CE6122
1468,Design of substructure,Elective,04CE6124
1469,Experimental Stress Analysis,Elective,04CE6126
1470,Modern Satellite Systems,Elective,04EC6312
1471,RF Microelectronics,Elective,04EC6314
1472,Multimedia compression techniques,Elective,04EC6316
1473,Electromagnetic Compatibility and Interference,Elective,04EC6318
1474,Estimation and Detection,Elective,04EC6322
1475,Neural Networks and Applications,Elective,04EC6324
1476,Computational Electromagnetic,Elective,04EC6326
1477,Information Retrieval and Data Mining,Elective,04CS6108
1478,Virtualizing Techniques,Elective,04CS6112
1479,Agent Based Systems,Elective,04CS6116
1480,Operating System Design Concepts,Elective,04CS6124
1481,Electric Drive Systems,Elective,04EE6200
1482,Computer Aided Power System Analysis,Elective,04EE6434
1483,Digital Controllers for Power Applications,Elective,04EE6604
1484,Fuel Cells and Hydrogen,Elective,04EE6512
1485,Bio-Energy Engineering,Elective,04EE6514
1486,Nuclear Reactor Theory,Elective,04EE6516
1487,Industrial Instrumentation,Elective,04ME6508
1488,PRINCIPLES OF ROBOTICS AND APPLICATIONS,Elective,04 ME 6514
1489,OIL HYDRAULICS AND PNEUMATICS,Elective,04ME6522
1490,ADVANCED MACHINE TOOL DESIGN,Elective,04ME6524
1491,FRACTURE MECHANICS AND DESIGN,Elective,04ME6526
1492,Nanoelectronics,Elective,04CH6108
1493,Nano biotechnology,Elective,04CH6114
1494,Nanosensors and Transducers,Elective,04CH6122
1495,Nanomedicine,Elective,04CH6124
1496,Environmental Nanotechnology,Elective,04CH6126
1497,Stochastic Modelling and Applications,Elective,04EE6106
1498,Energy Conservation and Management,Elective,04EE6506
1499,Advanced Digital Signal Processing,Elective,04EE6118
1500,Applications of Special Electrical Machines,Elective,04EE6212
1501,Design of Reinforced Concrete Foundations,Elective,04CE6412
1502,Earthquake Analysis and Design of Structures,Elective,04CE6414
1503,Project Formulation and Appraisal,Elective,04CE6426
1504,Computer integrated Manufacturing,Theory,04ME7501
1505,Platform independent controller designÂ ,Theory,16PhDE017
1506,ENERGY CONSERVATION AND MANAGEMENTÂ ,Theory,04EE6506
1507,IPR and Cyber Law,Elective,RLMCA363
1508,Internet of Things,Elective,RLMCA367
1509,Social Network Analysis,Elective,RLMCA371
1510,Human Computer Interactio,Elective,RLMCA383
1511,Parallel and Distributed Computing,Elective,RLMCA389
1512,Mathematical Foundation Of Computer Security,Theory,DMCA701
1513,Software Lab XI- PYTHON Lab,Lab,DMCA706
1514,Software Lab XII -Web Technologies Lab,Lab,DMCA707
1515,Distributed Computing,Theory,DMCA903
1516,Modeling & Simulation,Theory,DMCA904
1517,Distributed Processing,Elective,DMCA905(A)
1518,Embedded System Design,Elective,DMCA905(B)
1519,Internet Technology and Applications,Elective,DMCA905(C)
1520,Software Lab-XIV (Compiler Design Lab),Lab,DMCA906
1521,Software Lab-XV (Cloud Computing Lab),Lab,DMCAP07
1522,Mechanical Engineering Workshops,Lab,CE110/ME110/EE110/EC110/CS110/CH110
1523,Language lab/CAD Practice/Bridge courses/Micro Projects etc,Lab,U100
1524,Entrepreneurship/TBI/NCC/NSS/Physical Edn. etc,Lab,V100
1525,"Circuits and, Networks",Theory,EE201
1526,Electronic Circuits,Theory,EC205
1527,"Power Generation, Transmission and Protection",Theory,EE301
1528,Linear Control Systems,Theory,EE303
1529,Signals and Systems,Theory,EE307
1530,Microprocessor and Embedded Systems,Theory,EE309
1531,Digital Circuits and Embedded Systems Lab,Lab,EE331
1532,Machine Tools and Digital Manufacturing,Theory,ME303
1533,Electrical Drives &Control for Automation,Theory,EE311
1534,Structural Analysis- II,Theory,CE303
1535,Geotechnical Engineering- II,Theory,CE305
1536,Materials Testing Lab II,Lab,CE331
1537,Microprocessors & Microcontrollers,Theory,EC305
1538,Metallurgy & Material Science,Theory,ME309
1539,Software Architecture & Design Patterns,Theory,IT301
